Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Code & Dogs,2022-07-13 19:54:11,00:00:02,,King of Stonks: Staffel 1: Master of Bullsh*t and A**holery (Folge 5),,FireTV 4K Stick 2018,00:00:07,Not latest view,DE (Germany)
Code & Dogs,2022-07-13 19:07:04,00:47:01,Autoplayed: user action: User_Interaction; ,King of Stonks: Staffel 1: Midnight Express (Folge 4),,FireTV 4K Stick 2018,00:47:02,00:47:02,DE (Germany)
Code & Dogs,2022-07-12 20:16:31,00:11:02,,Keeping Up with the Kardashians: Staffel 6: Der geborene Manager (Folge 9),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:09:04,Not latest view,DE (Germany)
Code & Dogs,2022-07-12 19:54:57,00:21:33,,"Keeping Up with the Kardashians: Staffel 6: „Was in Vegas passiert, bleibt in Vegas“ (Folge 8)",,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:34,00:21:34,DE (Germany)
Code & Dogs,2022-07-12 14:43:51,00:21:28,,"Keeping Up with the Kardashians: Staffel 6: „Kinder, habt ihr es gut“ (Folge 7)",,FireTV 4K Stick 2018,00:21:28,00:21:28,DE (Germany)
Code & Dogs,2022-07-12 14:22:22,00:21:25,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 6: Kendall verhütet (Folge 6),,FireTV 4K Stick 2018,00:21:25,00:21:25,DE (Germany)
Code & Dogs,2022-07-12 13:55:04,00:21:53,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 6: Dicker als Wasser (Folge 5),,FireTV 4K Stick 2018,00:21:42,00:21:42,DE (Germany)
Code & Dogs,2022-07-12 13:25:30,00:24:23,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 6: Kinderwunsch (Folge 4),,FireTV 4K Stick 2018,00:21:29,00:21:29,DE (Germany)
Code & Dogs,2022-07-12 12:00:20,00:43:31,,King of Stonks: Staffel 1: Cramer Bounce (Folge 3),,FireTV 4K Stick 2018,00:43:33,00:43:33,DE (Germany)
Code & Dogs,2022-07-12 12:00:08,00:00:08,Autoplayed: user action: None; ,Season 1 Supporting Character Clip: King of Stonks,HOOK,FireTV 4K Stick 2018,00:00:08,Not latest view,DE (Germany)
Code & Dogs,2022-07-12 11:59:56,00:00:07,Autoplayed: user action: None; ,Miniserie (Clip 2): Verändere dein Bewusstsein,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,DE (Germany)
Code & Dogs,2022-07-12 07:17:57,00:44:36,,King of Stonks: Staffel 1: Do's and Don'ts (Folge 2),,FireTV 4K Stick 2018,00:44:41,00:44:41,DE (Germany)
Code & Dogs,2022-07-12 06:32:44,00:45:09,,"King of Stonks: Staffel 1: It's the Economy, Stupid (Folge 1)",,FireTV 4K Stick 2018,00:45:09,00:45:09,DE (Germany)
Code & Dogs,2022-07-12 06:32:36,00:00:01,Autoplayed: user action: None; ,King of Stonks: Staffel 1: Do's and Don'ts (Folge 2),,FireTV 4K Stick 2018,00:25:17,Not latest view,DE (Germany)
Code & Dogs,2022-07-12 06:15:44,00:00:01,Autoplayed: user action: None; ,Keeping Up with the Kardashians: Staffel 6: Kinderwunsch (Folge 4),,FireTV 4K Stick 2018,00:00:21,Not latest view,DE (Germany)
Code & Dogs,2022-07-12 05:50:09,00:21:27,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 6: Mrs. Jenner will ihren Namen nicht mehr (Folge 3),,FireTV 4K Stick 2018,00:21:29,00:21:29,DE (Germany)
Code & Dogs,2022-07-12 05:46:00,00:02:32,,Trailer: Hustle,TRAILER,FireTV 4K Stick 2018,00:02:32,00:02:32,DE (Germany)
Code & Dogs,2022-07-11 13:43:49,00:44:38,,The Umbrella Academy: Staffel 3: Oblivion (Folge 10),,FireTV 4K Stick 2018,00:44:43,00:44:43,DE (Germany)
Code & Dogs,2022-07-11 13:15:42,00:27:54,,The Umbrella Academy: Staffel 3: Sieben Glocken (Folge 9),,FireTV 4K Stick 2018,00:35:41,00:35:41,DE (Germany)
Code & Dogs,2022-07-11 13:15:07,00:00:12,,The Umbrella Academy: Staffel 3: Oblivion (Folge 10),,FireTV 4K Stick 2018,00:00:08,Not latest view,DE (Germany)
Code & Dogs,2022-07-11 12:18:43,00:00:05,,The Umbrella Academy: Staffel 3: Oblivion (Folge 10),,FireTV 4K Stick 2018,00:00:10,Not latest view,DE (Germany)
Code & Dogs,2022-07-11 11:42:10,00:35:38,Autoplayed: user action: User_Interaction; ,The Umbrella Academy: Staffel 3: Sieben Glocken (Folge 9),,FireTV 4K Stick 2018,00:35:39,Not latest view,DE (Germany)
Code & Dogs,2022-07-11 11:41:45,00:00:01,Autoplayed: user action: None; ,Keeping Up with the Kardashians: Staffel 6: Mrs. Jenner will ihren Namen nicht mehr (Folge 3),,FireTV 4K Stick 2018,00:00:01,Not latest view,DE (Germany)
Code & Dogs,2022-07-11 11:21:56,00:18:10,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 6: Model-Mama Kim (Folge 2),,FireTV 4K Stick 2018,00:21:32,00:21:32,DE (Germany)
Code & Dogs,2022-07-11 06:25:16,00:46:11,,The Umbrella Academy: Staffel 3: Hochzeit zum Weltuntergang (Folge 8),,FireTV 4K Stick 2018,00:45:02,00:45:02,DE (Germany)
Code & Dogs,2022-07-11 06:12:40,00:00:06,Autoplayed: user action: User_Interaction; ,The Umbrella Academy: Staffel 3: Hochzeit zum Weltuntergang (Folge 8),,FireTV 4K Stick 2018,00:00:03,Not latest view,DE (Germany)
Code & Dogs,2022-07-10 17:01:48,00:14:03,,Keeping Up with the Kardashians: Staffel 6: Model-Mama Kim (Folge 2),,FireTV 4K Stick 2018,00:14:00,Not latest view,DE (Germany)
Code & Dogs,2022-07-10 16:40:12,00:21:27,,Keeping Up with the Kardashians: Staffel 6: Geld oder Familie (Folge 1),,FireTV 4K Stick 2018,00:21:36,00:21:36,DE (Germany)
Code & Dogs,2022-07-10 16:39:49,00:00:10,,Keeping Up with the Kardashians: Staffel 5: Ein praller Hintern (Folge 12),,FireTV 4K Stick 2018,00:00:10,00:00:10,DE (Germany)
Code & Dogs,2022-07-10 16:38:28,00:00:09,Autoplayed: user action: None; ,Keeping Up with the Kardashians: Staffel 10: Wiedergewonnene Freiheit (Folge 2),,FireTV 4K Stick 2018,00:00:09,00:00:09,DE (Germany)
Code & Dogs,2022-07-10 10:46:07,00:41:28,,Unsportlich: Ausgabe 1: Der Krieg um Gold (Folge 4),,FireTV 4K Stick 2018,01:00:33,01:00:33,DE (Germany)
Code & Dogs,2022-07-10 07:42:16,00:47:31,Autoplayed: user action: User_Interaction; ,The Umbrella Academy: Staffel 3: Auf Wiedersehen (Folge 7),,FireTV 4K Stick 2018,00:47:36,00:47:36,DE (Germany)
Code & Dogs,2022-07-10 07:22:36,00:19:20,,The Umbrella Academy: Staffel 3: Marigold (Folge 6),,FireTV 4K Stick 2018,00:43:45,00:43:45,DE (Germany)
Code & Dogs,2022-07-10 07:21:45,00:00:22,,The Umbrella Academy: Staffel 3: Hochzeit zum Weltuntergang (Folge 8),,FireTV 4K Stick 2018,00:20:58,Not latest view,DE (Germany)
Code & Dogs,2022-07-10 07:21:18,00:00:06,,The Umbrella Academy: Staffel 3: Sieben Glocken (Folge 9),,FireTV 4K Stick 2018,00:00:07,Not latest view,DE (Germany)
Code & Dogs,2022-07-10 07:21:06,00:00:08,Autoplayed: user action: None; ,Staffel 1 (Trailer): The Umbrella Academy,TRAILER,FireTV 4K Stick 2018,00:00:08,00:00:08,DE (Germany)
Code & Dogs,2022-07-08 20:44:32,00:18:44,,Unsportlich: Ausgabe 1: Der Krieg um Gold (Folge 4),,Firefox PC (Cadmium),00:19:15,Not latest view,DE (Germany)
Code & Dogs,2022-07-08 20:43:54,00:00:04,,Unsportlich: Ausgabe 1: Das entthronte Idol (Folge 6),,Firefox PC (Cadmium),00:00:04,00:00:04,DE (Germany)
Code & Dogs,2022-07-08 19:32:31,00:00:04,Autoplayed: user action: None; ,The Umbrella Academy: Staffel 3: Sieben Glocken (Folge 9),,FireTV 4K Stick 2018,00:00:09,Not latest view,DE (Germany)
Code & Dogs,2022-07-08 18:47:30,00:44:59,,The Umbrella Academy: Staffel 3: Hochzeit zum Weltuntergang (Folge 8),,FireTV 4K Stick 2018,00:45:04,Not latest view,DE (Germany)
Code & Dogs,2022-07-08 17:59:56,00:47:32,,The Umbrella Academy: Staffel 3: Auf Wiedersehen (Folge 7),,FireTV 4K Stick 2018,00:47:37,Not latest view,DE (Germany)
Code & Dogs,2022-07-08 17:16:07,00:43:45,,The Umbrella Academy: Staffel 3: Marigold (Folge 6),,FireTV 4K Stick 2018,00:43:45,Not latest view,DE (Germany)
Code & Dogs,2022-07-08 17:05:31,00:10:12,Autoplayed: user action: User_Interaction; ,The Umbrella Academy: Staffel 3: Auf Wiedersehen (Folge 7),,FireTV 4K Stick 2018,00:10:12,Not latest view,DE (Germany)
Code & Dogs,2022-07-07 20:23:55,00:25:13,,King of Stonks: Staffel 1: Do's and Don'ts (Folge 2),,FireTV 4K Stick 2018,00:25:18,Not latest view,DE (Germany)
Code & Dogs,2022-07-07 19:38:42,00:45:09,,"King of Stonks: Staffel 1: It's the Economy, Stupid (Folge 1)",,FireTV 4K Stick 2018,00:45:09,Not latest view,DE (Germany)
Code & Dogs,2022-07-05 19:34:19,00:00:11,,Modern Family: Staffel 11: New Kids on the Block (Folge 1),,Firefox PC (Cadmium),00:00:11,00:00:11,DE (Germany)
Code & Dogs,2022-07-05 19:02:03,00:01:05,Autoplayed: user action: None; ,Staffel 1 (Teaser): Haus des Geldes: Korea,TEASER_TRAILER,Firefox PC (Cadmium),00:01:05,00:01:05,DE (Germany)
Code & Dogs,2022-07-03 13:53:46,00:00:06,Autoplayed: user action: None; ,The Umbrella Academy: Staffel 3: Auf Wiedersehen (Folge 7),,FireTV 4K Stick 2018,00:00:11,Not latest view,DE (Germany)
Code & Dogs,2022-07-03 13:09:58,00:43:45,,The Umbrella Academy: Staffel 3: Marigold (Folge 6),,FireTV 4K Stick 2018,00:43:45,Not latest view,DE (Germany)
Code & Dogs,2022-07-03 08:14:32,00:40:08,,The Umbrella Academy: Staffel 3: Ein ethisches Dilemma (Folge 5),,FireTV 4K Stick 2018,00:40:13,00:40:13,DE (Germany)
Code & Dogs,2022-07-03 07:25:54,00:47:05,Autoplayed: user action: User_Interaction; ,The Umbrella Academy: Staffel 3: Kugelblitz (Folge 4),,FireTV 4K Stick 2018,00:47:11,00:47:11,DE (Germany)
Code & Dogs,2022-07-03 07:14:14,00:11:37,,The Umbrella Academy: Staffel 3: Der verlorene Sohn (Folge 3),,FireTV 4K Stick 2018,00:44:44,00:44:44,DE (Germany)
Code & Dogs,2022-07-03 07:02:32,00:00:11,,The Umbrella Academy: Staffel 3: Der verlorene Sohn (Folge 3),,FireTV 4K Stick 2018,00:33:12,Not latest view,DE (Germany)
Code & Dogs,2022-07-02 19:59:30,00:00:03,Autoplayed: user action: None; ,The Umbrella Academy: Staffel 3: Kugelblitz (Folge 4),,FireTV 4K Stick 2018,00:00:08,Not latest view,DE (Germany)
Code & Dogs,2022-07-02 19:10:40,00:44:42,Autoplayed: user action: User_Interaction; ,The Umbrella Academy: Staffel 3: Der verlorene Sohn (Folge 3),,FireTV 4K Stick 2018,00:44:44,Not latest view,DE (Germany)
Code & Dogs,2022-07-01 18:12:41,00:00:07,Autoplayed: user action: None; ,The Umbrella Academy: Staffel 3: Der verlorene Sohn (Folge 3),,Chrome PC (Cadmium),00:00:21,Not latest view,DE (Germany)
Code & Dogs,2022-07-01 17:25:04,00:47:36,,The Umbrella Academy: Staffel 3: Das größte Garnknäuel der Welt (Folge 2),,Chrome PC (Cadmium),00:47:51,00:47:51,DE (Germany)
Code & Dogs,2022-07-01 16:34:32,00:45:45,,The Umbrella Academy: Staffel 3: Das ist die Familie (Folge 1),,Chrome PC (Cadmium),00:45:45,00:45:45,DE (Germany)
Code & Dogs,2022-07-01 16:31:15,00:01:26,,Staffel 2 (Rückblick): The Umbrella Academy,RECAP,Chrome PC (Cadmium),00:01:24,00:01:24,DE (Germany)
Code & Dogs,2022-07-01 16:27:54,00:01:07,Autoplayed: user action: None; ,Batch 2 (Clip): Batch 2,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,DE (Germany)
Code & Dogs,2022-06-28 19:56:53,00:00:15,Autoplayed: user action: None; ,Unsportlich: Ausgabe 1: Das entthronte Idol (Folge 6),,FireTV 4K Stick 2018,00:00:19,Not latest view,DE (Germany)
Code & Dogs,2022-06-28 19:20:12,00:35:21,,Unsportlich: Ausgabe 1: Das schmutzige Pferdegeschäft (Folge 5),,FireTV 4K Stick 2018,00:53:44,00:53:44,DE (Germany)
Code & Dogs,2022-06-27 20:02:40,00:18:33,,Unsportlich: Ausgabe 1: Das schmutzige Pferdegeschäft (Folge 5),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:18:28,Not latest view,DE (Germany)
Code & Dogs,2022-06-26 20:16:28,00:01:44,,Unsportlich: Ausgabe 1: Das schmutzige Pferdegeschäft (Folge 5),,DefaultWidevineAndroidPhone,00:03:10,Not latest view,DE (Germany)
Code & Dogs,2022-06-26 19:02:03,00:41:08,,Der Zweite Weltkrieg: Der Weg zum Sieg (in Farbe): Staffel 1: Die Schlacht in der Philippinensee (Folge 7),,FireTV 4K Stick 2018,00:41:13,00:41:13,DE (Germany)
Code & Dogs,2022-06-26 18:12:25,00:49:35,,Der Zweite Weltkrieg: Der Weg zum Sieg (in Farbe): Staffel 1: Die Befreiung von Paris (Folge 6),,FireTV 4K Stick 2018,00:49:40,00:49:40,DE (Germany)
Code & Dogs,2022-06-26 17:21:28,00:50:55,,Der Zweite Weltkrieg: Der Weg zum Sieg (in Farbe): Staffel 1: Der Italienfeldzug (Folge 5),,FireTV 4K Stick 2018,00:50:55,00:50:55,DE (Germany)
Code & Dogs,2022-06-26 17:19:29,00:00:46,Autoplayed: user action: User_Interaction; ,Unsportlich: Ausgabe 1: Das schmutzige Pferdegeschäft (Folge 5),,FireTV 4K Stick 2018,00:00:52,Not latest view,DE (Germany)
Code & Dogs,2022-06-26 16:18:54,01:00:32,,Unsportlich: Ausgabe 1: Der Krieg um Gold (Folge 4),,FireTV 4K Stick 2018,01:00:36,Not latest view,DE (Germany)
Code & Dogs,2022-06-26 15:14:38,01:02:17,,Unsportlich: Ausgabe 1: Der größte Fußballskandal aller Zeiten (Folge 3),,FireTV 4K Stick 2018,01:06:10,01:06:10,DE (Germany)
Code & Dogs,2022-06-26 15:05:17,00:01:31,Autoplayed: user action: User_Interaction; ,Unsportlich: Ausgabe 1: Der größte Fußballskandal aller Zeiten (Folge 3),,FireTV 4K Stick 2018,00:03:51,Not latest view,DE (Germany)
Code & Dogs,2022-06-26 15:05:03,00:00:06,Autoplayed: user action: None; ,The Blacklist: Season 6_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:06,00:00:06,DE (Germany)
Code & Dogs,2022-06-26 11:48:01,00:07:56,Autoplayed: user action: User_Interaction; ,Unsportlich: Ausgabe 1: Der größte Fußballskandal aller Zeiten (Folge 3),,FireTV 4K Stick 2018,00:02:21,Not latest view,DE (Germany)
Code & Dogs,2022-06-26 10:55:18,00:52:40,,"Unsportlich: Ausgabe 1: Heiße Reifen, krumme Geschäfte (Folge 2)",,FireTV 4K Stick 2018,01:24:41,01:24:41,DE (Germany)
Code & Dogs,2022-06-26 10:54:32,00:00:30,Autoplayed: user action: None; ,Staffel 3 (Clip): The Umbrella Academy,HOOK,FireTV 4K Stick 2018,00:00:30,00:00:30,DE (Germany)
Code & Dogs,2022-06-16 20:28:56,00:31:29,,"Unsportlich: Ausgabe 1: Heiße Reifen, krumme Geschäfte (Folge 2)",,DefaultWidevineAndroidPhone,00:32:01,Not latest view,DE (Germany)
Code & Dogs,2022-06-15 18:32:43,01:13:04,,Stranger Things: Stranger Things 4: Kapitel eins: Der Höllenfeuer-Club (Folge 1),,FireTV 4K Stick 2018,01:13:04,01:13:04,DE (Germany)
Code & Dogs,2022-06-15 18:28:59,00:03:42,,Rückblick: Stranger Things,RECAP,FireTV 4K Stick 2018,00:03:42,00:03:42,DE (Germany)
Code & Dogs,2022-06-14 17:48:40,00:00:02,,"Unsportlich: Ausgabe 1: Heiße Reifen, krumme Geschäfte (Folge 2)",,FireTV 4K Stick 2018,00:00:07,Not latest view,DE (Germany)
Code & Dogs,2022-06-14 16:38:52,01:07:51,,Unsportlich: Ausgabe 1: Ein abgekartetes Spiel (Folge 1),,FireTV 4K Stick 2018,01:07:52,01:07:52,DE (Germany)
Code & Dogs,2022-06-14 16:38:43,00:00:05,Autoplayed: user action: None; ,Ausgabe 1 (Clip): Unsportlich,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,DE (Germany)
Code & Dogs,2022-06-08 11:02:26,00:02:50,,Modern Family: Staffel 10: Abschlussfeier (Folge 21),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:02:51,00:02:51,DE (Germany)
Code & Dogs,2022-06-08 10:40:49,00:21:30,,Modern Family: Staffel 10: Kein Entkommen (Folge 20),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:30,00:21:30,DE (Germany)
Code & Dogs,2022-06-08 10:19:18,00:21:30,,Modern Family: Staffel 10: Die Ja-Sagerin (Folge 19),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-06-08 09:57:47,00:21:30,,Modern Family: Staffel 10: Stand By Your Man (Folge 18),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-06-08 09:42:40,00:15:06,,Modern Family: Staffel 10: Die Wildnis (Folge 17),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-06-08 09:42:09,00:00:08,,Keeping Up with the Kardashians: Staffel 6: Geld oder Familie (Folge 1),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:00:09,Not latest view,DE (Germany)
Code & Dogs,2022-06-08 08:57:21,00:42:39,,Keeping Up with the Kardashians: Staffel 5: Ein praller Hintern (Folge 12),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:42:39,Not latest view,DE (Germany)
Code & Dogs,2022-06-08 08:56:07,00:00:53,,Keeping Up with the Kardashians: Staffel 5: Die Kardashians erobern New York (Folge 11),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:43:16,00:43:16,DE (Germany)
Code & Dogs,2022-06-08 08:55:41,00:00:03,,Keeping Up with the Kardashians: Staffel 6: Model-Mama Kim (Folge 2),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:19:39,Not latest view,DE (Germany)
Code & Dogs,2022-06-08 06:49:25,00:19:34,Autoplayed: user action: None; ,Keeping Up with the Kardashians: Staffel 6: Model-Mama Kim (Folge 2),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:19:35,Not latest view,DE (Germany)
Code & Dogs,2022-06-08 06:27:42,00:21:34,,Keeping Up with the Kardashians: Staffel 6: Geld oder Familie (Folge 1),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:35,Not latest view,DE (Germany)
Code & Dogs,2022-06-08 05:45:12,00:42:29,,Keeping Up with the Kardashians: Staffel 5: Ein praller Hintern (Folge 12),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:42:39,Not latest view,DE (Germany)
Code & Dogs,2022-06-07 19:41:49,00:00:04,Autoplayed: user action: None; ,Keeping Up with the Kardashians: Staffel 5: Ein praller Hintern (Folge 12),,FireTV 4K Stick 2018,00:00:04,Not latest view,DE (Germany)
Code & Dogs,2022-06-07 19:04:50,00:36:55,,Keeping Up with the Kardashians: Staffel 5: Die Kardashians erobern New York (Folge 11),,FireTV 4K Stick 2018,00:42:54,Not latest view,DE (Germany)
Code & Dogs,2022-06-07 18:29:26,00:06:01,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 5: Die Kardashians erobern New York (Folge 11),,FireTV 4K Stick 2018,00:06:02,Not latest view,DE (Germany)
Code & Dogs,2022-06-06 17:37:48,00:06:23,,Modern Family: Staffel 10: Die Wildnis (Folge 17),,FireTV 4K Stick 2018,00:06:24,Not latest view,DE (Germany)
Code & Dogs,2022-06-06 17:16:16,00:21:31,,Modern Family: Staffel 10: Alarmstufe Rot (Folge 16),,FireTV 4K Stick 2018,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-06-06 16:54:42,00:21:31,,Modern Family: Staffel 10: SuperPartyBabyBowl (Folge 15),,FireTV 4K Stick 2018,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-06-06 16:32:53,00:21:34,Autoplayed: user action: User_Interaction; ,Modern Family: Staffel 10: Was ist mit Lily los? (Folge 14),,FireTV 4K Stick 2018,00:21:32,00:21:32,DE (Germany)
Code & Dogs,2022-06-06 09:59:32,00:27:31,,Ozark: Staffel 4: Schwerer Abschied (Folge 14),,FireTV 4K Stick 2018,01:08:17,01:08:17,DE (Germany)
Code & Dogs,2022-06-06 09:13:00,00:40:48,,Ozark: Staffel 4: Schwerer Abschied (Folge 14),,FireTV 4K Stick 2018,00:40:48,Not latest view,DE (Germany)
Code & Dogs,2022-06-06 08:56:50,00:00:07,Autoplayed: user action: None; ,Ozark: Staffel 4: Schwerer Abschied (Folge 14),,FireTV 4K Stick 2018,00:00:12,Not latest view,DE (Germany)
Code & Dogs,2022-06-06 08:02:03,00:54:44,,Ozark: Staffel 4: Morast (Folge 13),,FireTV 4K Stick 2018,00:54:49,00:54:49,DE (Germany)
Code & Dogs,2022-06-06 07:59:12,00:02:07,Autoplayed: user action: User_Interaction; ,Ozark: Staffel 4: Das Wasser aufwühlen (Folge 12),,FireTV 4K Stick 2018,00:54:24,00:54:24,DE (Germany)
Code & Dogs,2022-06-06 07:55:18,00:01:38,Autoplayed: user action: None; ,Miniserie (Clip): Kernschmelze: Der Unfall von Three Mile Island,HOOK,FireTV 4K Stick 2018,00:01:38,Not latest view,DE (Germany)
Code & Dogs,2022-06-06 07:54:46,00:00:23,Autoplayed: user action: None; ,Staffel 6: Das Ende (Teaser),TEASER_TRAILER,FireTV 4K Stick 2018,00:00:23,00:00:23,DE (Germany)
Code & Dogs,2022-06-06 07:53:51,00:00:48,Autoplayed: user action: None; ,Miniserie (Clip): Kernschmelze: Der Unfall von Three Mile Island,HOOK,FireTV 4K Stick 2018,00:00:48,Not latest view,DE (Germany)
Code & Dogs,2022-06-06 07:53:43,00:00:05,Autoplayed: user action: None; ,Stranger Things 4 (Clip): Stranger Things,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,DE (Germany)
Code & Dogs,2022-06-06 07:53:29,00:00:04,Autoplayed: user action: None; ,Ozark (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:04,00:00:04,DE (Germany)
Code & Dogs,2022-06-06 07:51:42,00:01:29,Autoplayed: user action: None; ,Der Tatortreiniger: Season 7_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:01:29,00:01:29,DE (Germany)
Code & Dogs,2022-06-05 13:11:30,00:08:06,,Modern Family: Staffel 10: Was ist mit Lily los? (Folge 14),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:08:07,Not latest view,DE (Germany)
Code & Dogs,2022-06-05 12:50:00,00:21:29,,Modern Family: Staffel 10: Offen für Neues (Folge 13),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:30,00:21:30,DE (Germany)
Code & Dogs,2022-06-05 12:06:14,00:21:30,,Modern Family: Staffel 10: Begegnung mit der Vergangenheit (Folge 12),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-06-05 11:44:45,00:21:21,,"Keeping Up with the Kardashians: Staffel 5: Bye-bye, Dash (Folge 10)",,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:22,00:21:22,DE (Germany)
Code & Dogs,2022-06-05 11:36:58,00:05:41,,Keeping Up with the Kardashians: Staffel 5: Kris in Flirtlaune (Folge 9),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi/Cell) iPad,00:21:22,00:21:22,DE (Germany)
Code & Dogs,2022-05-29 18:03:47,00:00:04,Autoplayed: user action: None; ,Ozark: Staffel 4: Das Wasser aufwühlen (Folge 12),,FireTV 4K Stick 2018,00:00:09,Not latest view,DE (Germany)
Code & Dogs,2022-05-29 17:01:04,01:02:00,Autoplayed: user action: User_Interaction; ,Ozark: Staffel 4: Immer noch da (Folge 11),,FireTV 4K Stick 2018,01:02:01,01:02:01,DE (Germany)
Code & Dogs,2022-05-29 08:53:11,00:00:04,,Ozark: Staffel 4: Immer noch da (Folge 11),,FireTV 4K Stick 2018,00:00:09,Not latest view,DE (Germany)
Code & Dogs,2022-05-29 08:07:02,00:46:06,,Ozark: Staffel 4: Der Boss (Folge 10),,FireTV 4K Stick 2018,00:59:29,00:59:29,DE (Germany)
Code & Dogs,2022-05-29 07:44:43,00:13:28,Autoplayed: user action: User_Interaction; ,Ozark: Staffel 4: Der Boss (Folge 10),,FireTV 4K Stick 2018,00:13:28,Not latest view,DE (Germany)
Code & Dogs,2022-05-29 07:44:24,00:00:11,Autoplayed: user action: None; ,Stranger Things 4 (Clip): Stranger Things,HOOK,FireTV 4K Stick 2018,00:00:11,00:00:11,DE (Germany)
Code & Dogs,2022-05-26 13:07:49,00:11:16,,Keeping Up with the Kardashians: Staffel 5: Kris in Flirtlaune (Folge 9),,FireTV 4K Stick 2018,00:15:40,Not latest view,DE (Germany)
Code & Dogs,2022-05-26 13:07:25,00:00:11,,"Keeping Up with the Kardashians: Staffel 5: Bye-bye, Dash (Folge 10)",,FireTV 4K Stick 2018,00:19:49,Not latest view,DE (Germany)
Code & Dogs,2022-05-26 12:46:50,00:19:39,,"Keeping Up with the Kardashians: Staffel 5: Bye-bye, Dash (Folge 10)",,FireTV 4K Stick 2018,00:19:39,Not latest view,DE (Germany)
Code & Dogs,2022-05-26 12:25:25,00:21:23,,Keeping Up with the Kardashians: Staffel 5: Kris in Flirtlaune (Folge 9),,FireTV 4K Stick 2018,00:21:23,Not latest view,DE (Germany)
Code & Dogs,2022-05-26 12:14:51,00:10:31,Autoplayed: user action: User_Interaction; ,Keeping Up with the Kardashians: Staffel 5: Keine Jungs erlaubt (Folge 8),,FireTV 4K Stick 2018,00:21:31,00:21:31,DE (Germany)
Code & Dogs,2022-05-26 09:30:16,00:00:06,Autoplayed: user action: None; ,Ozark: Staffel 4: Der Boss (Folge 10),,FireTV 4K Stick 2018,00:00:11,Not latest view,DE (Germany)
Code & Dogs,2022-05-26 09:11:48,00:18:26,,Ozark: Staffel 4: Sucht euch einen Gott aus und betet (Folge 9),,FireTV 4K Stick 2018,00:58:20,00:58:20,DE (Germany)
Code & Dogs,2022-05-26 08:22:23,00:39:52,Autoplayed: user action: User_Interaction; ,Ozark: Staffel 4: Sucht euch einen Gott aus und betet (Folge 9),,FireTV 4K Stick 2018,00:39:58,Not latest view,DE (Germany)
